Days_Count,population,Area,Density,count
12,7,15,0.4666666666666667,294
11,7,15,0.4666666666666667,287
10,7,15,0.4666666666666667,281
10,7,15,0.4666666666666667,378
9,7,15,0.4666666666666667,353
8,7,15,0.4666666666666667,319
12,7,15,0.4666666666666667,311
11,7,15,0.4666666666666667,302
13,7,10,0.7,314
12,7,10,0.7,313
4,7,15,0.4666666666666667,133
7,7,5,1.4,188
8,7,5,1.4,220
7,7,5,1.4,137
9,7,15,0.4666666666666667,408
8,7,15,0.4666666666666667,373
9,7,5,1.4,174
10,7,15,0.06666666666666667,415
9,7,5,1.4,171
4,7,10,0.7,111
12,7,10,0.7,209
11,7,10,0.7,202
10,7,10,0.7,196
9,7,10,0.7,185
10,7,5,1.4,210
9,7,5,1.4,193
8,7,5,1.4,170
4,7,15,0.4666666666666667,141
10,7,15,0.4666666666666667,293
9,7,15,0.4666666666666667,282
10,7,5,1.4,238
9,7,5,1.4,218
8,7,5,1.4,190
10,7,15,0.4666666666666667,388
9,7,15,0.4666666666666667,377
6,7,10,0.7,142
10,7,10,0.7,374
9,7,15,0.4666666666666667,387
8,7,15,0.4666666666666667,355
9,7,5,1.4,167
9,7,10,0.7,349
8,7,10,0.7,310
11,7,10,0.7,272
10,7,10,0.7,249
9,7,10,0.7,232
4,7,15,0.4666666666666667,152
9,7,15,0.4666666666666667,270
10,7,15,0.4666666666666667,393
9,7,15,0.4666666666666667,367
11,7,5,1.4,193
10,7,5,1.4,173
9,7,10,0.7,366
9,7,15,0.4666666666666667,376
8,7,15,0.4666666666666667,332
7,7,5,1.4,159
4,7,15,0.4666666666666667,151
10,7,5,1.4,210
9,7,5,1.4,193
11,7,5,1.4,227
10,7,5,1.4,205
10,7,15,0.4666666666666667,406
14,7,5,1.4,338
13,7,5,1.4,299
6,7,5,1.4,79
5,7,5,1.4,68
10,7,15,0.4666666666666667,384
9,7,15,0.4666666666666667,373
8,7,10,0.7,331
9,7,5,1.4,137
8,7,5,1.4,118
10,7,15,0.4666666666666667,407
9,7,15,0.4666666666666667,376
8,7,15,0.4666666666666667,335
11,7,5,1.4,191
10,7,5,1.4,184
4,7,10,0.7,128
6,7,10,0.7,128
5,7,10,0.7,113
4,7,10,0.7,97
8,7,15,0.4666666666666667,337
10,7,5,1.4,198
10,7,10,0.7,335
9,7,15,0.4666666666666667,419
8,7,15,0.4666666666666667,385
9,7,5,1.4,138
10,7,15,0.4666666666666667,396
9,7,15,0.4666666666666667,369
8,7,15,0.4666666666666667,329
12,7,15,0.4666666666666667,317
11,7,15,0.4666666666666667,308
10,7,15,0.4666666666666667,299
9,7,15,0.4666666666666667,287
9,7,5,1.4,212
9,7,15,0.4666666666666667,397
8,7,15,0.4666666666666667,370
8,7,5,1.4,197
10,7,15,0.4666666666666667,402
9,7,15,0.4666666666666667,391
9,7,10,0.7,312
8,7,10,0.7,282
11,7,10,0.7,226
10,7,10,0.7,210
9,7,10,0.7,194
8,7,10,0.7,170
7,7,10,0.7,143
6,7,10,0.7,121
8,7,10,0.7,283
10,7,5,1.4,153
10,7,10,0.7,384
9,7,10,0.7,373
9,7,10,0.7,230
8,7,15,0.4666666666666667,293
10,7,5,1.4,163
9,7,5,1.4,148
10,7,5,1.4,236
9,7,5,1.4,218
8,7,5,1.4,203
7,7,5,1.4,178
9,7,5,1.4,137
8,7,5,1.4,120
11,7,5,1.4,158
7,7,5,1.4,148
6,7,10,0.7,88
5,7,10,0.7,59
4,7,10,0.7,41
7,7,10,0.7,233
6,7,10,0.7,202
10,7,15,0.4666666666666667,393
9,7,15,0.4666666666666667,378
6,7,5,1.4,101
9,7,10,0.7,379
8,7,10,0.7,365
7,7,10,0.7,336
6,7,10,0.7,281
12,7,10,0.7,428
11,7,10,0.7,417
8,7,15,0.4666666666666667,280
8,8,10,0.8,342
9,8,10,0.8,359
10,8,10,0.8,390
5,8,10,0.8,236
4,8,5,1.6,74
5,8,5,1.6,86
2,8,15,0.5333333333333333,38
3,8,15,0.5333333333333333,84
8,8,15,0.5333333333333333,365
5,8,5,1.6,114
5,8,10,0.8,150
8,8,10,0.8,252
9,8,10,0.8,286
3,8,10,0.8,31
10,8,15,0.06666666666666667,415
7,8,15,0.5333333333333333,280
2,8,5,1.6,27
3,8,5,1.6,45
4,8,5,1.6,60
5,8,5,1.6,71
6,8,5,1.6,89
7,8,5,1.6,101
5,8,5,1.6,147
6,8,5,1.6,163
5,8,10,0.8,231
7,8,10,0.8,197
5,8,15,0.5333333333333333,242
6,8,15,0.5333333333333333,268
7,8,15,0.5333333333333333,292
8,8,10,0.8,212
5,8,10,0.8,270
6,8,10,0.8,310
7,8,10,0.8,341
8,8,10,0.8,360
6,8,10,0.8,258
7,8,10,0.8,281
3,8,10,0.8,101
4,8,10,0.8,144
5,8,10,0.8,190
6,8,10,0.8,221
7,8,10,0.8,251
8,8,15,0.5333333333333333,376
7,8,5,1.6,175
7,8,15,0.5333333333333333,313
8,8,15,0.5333333333333333,265
5,8,10,0.8,144
6,8,10,0.8,172
7,8,15,0.5333333333333333,297
6,8,5,1.6,92
7,8,5,1.6,107
8,8,5,1.6,122
5,8,15,0.5333333333333333,278
7,8,15,0.5333333333333333,330
10,8,5,1.6,232
11,8,5,1.6,255
6,8,15,0.5333333333333333,322
7,8,15,0.5333333333333333,356
3,8,10,0.8,79
3,8,15,0.5333333333333333,121
4,8,15,0.5333333333333333,178
5,8,15,0.5333333333333333,229
6,8,15,0.5333333333333333,265
7,8,15,0.5333333333333333,304
7,8,5,1.6,111
8,8,5,1.6,125
2,8,10,0.8,33
3,8,10,0.8,79
7,8,5,1.6,136
8,8,5,1.6,154
9,8,5,1.6,171
7,8,15,0.5333333333333333,297
2,8,15,0.5333333333333333,41
3,8,15,0.5333333333333333,98
7,8,10,0.8,283
4,8,5,1.6,57
12,8,5,1.6,279
5,8,15,0.5333333333333333,271
6,8,15,0.5333333333333333,311
7,8,15,0.5333333333333333,343
8,8,15,0.5333333333333333,361
8,8,5,1.6,161
9,8,5,1.6,187
4,8,5,1.6,105
5,8,5,1.6,131
8,8,5,1.6,170
3,8,15,0.5333333333333333,94
6,8,5,1.6,122
7,8,5,1.6,137
8,8,5,1.6,152
6,8,5,1.6,146
7,8,15,0.5333333333333333,297
9,8,5,1.6,180
7,8,15,0.5333333333333333,337
8,8,15,0.5333333333333333,358
8,8,15,0.5333333333333333,250
7,8,5,1.6,168
8,8,5,1.6,188
9,8,5,1.6,203
10,8,5,1.6,218
11,8,5,1.6,241
7,8,10,0.8,278
7,8,15,0.5333333333333333,307
8,8,5,1.6,144
9,8,5,1.6,158
3,8,10,0.8,79
8,8,10,0.8,165
6,8,5,1.6,150
7,8,5,1.6,165
8,8,15,0.5333333333333333,262
2,8,15,0.5333333333333333,38
3,8,15,0.5333333333333333,90
4,8,10,0.8,119
5,8,10,0.8,145
6,8,10,0.8,165
7,8,10,0.8,191
8,8,10,0.8,210
9,8,10,0.8,234
2,8,10,0.8,37
3,8,10,0.8,76
5,8,15,0.5333333333333333,277
6,8,5,1.6,170
7,8,5,1.6,200
4,8,5,1.6,90
5,8,5,1.6,112
7,8,15,0.5333333333333333,325
2,8,15,0.5333333333333333,39
6,8,5,1.6,125
3,8,15,0.5333333333333333,115
4,8,15,0.5333333333333333,165
6,8,5,1.6,172
6,8,5,1.6,133
7,8,5,1.6,147
10,8,10,0.8,297
11,8,10,0.8,308
5,8,15,0.5333333333333333,232
5,8,15,0.5333333333333333,218
6,8,15,0.5333333333333333,251
7,8,15,0.5333333333333333,285
3,8,15,0.5333333333333333,106
4,8,15,0.5333333333333333,160
5,8,15,0.5333333333333333,206
6,8,15,0.5333333333333333,244
7,8,15,0.5333333333333333,277
5,8,15,0.5333333333333333,264
6,8,15,0.5333333333333333,304
6,8,15,0.5333333333333333,313
7,8,15,0.5333333333333333,345
6,8,15,0.5333333333333333,257
6,8,5,1.6,134
2,9,10,0.9,58
3,9,10,0.9,114
4,9,10,0.9,173
3,9,5,1.8,60
4,9,5,1.8,92
5,9,5,1.8,118
4,9,5,1.8,136
5,9,5,1.8,153
2,9,5,1.8,42
3,9,5,1.8,60
6,9,15,0.6,265
2,9,15,0.6,55
4,9,5,1.8,127
5,9,5,1.8,155
2,9,5,1.8,45
3,9,5,1.8,69
4,9,5,1.8,106
5,9,5,1.8,135
6,9,15,0.6,217
7,9,15,0.6,237
5,9,5,1.8,116
6,9,5,1.8,140
7,9,5,1.8,155
2,9,5,1.8,50
3,9,5,1.8,70
6,9,5,1.8,140
7,9,5,1.8,155
4,9,5,1.8,61
5,9,5,1.8,96
6,9,15,0.6,252
3,9,15,0.6,118
4,9,15,0.6,177
5,9,15,0.6,228
5,9,5,1.8,78
4,9,5,1.8,68
6,9,15,0.6,247
5,9,5,1.8,81
6,9,15,0.6,248
4,9,5,1.8,109
5,9,5,1.8,135
3,9,15,0.6,117
4,9,15,0.6,177
5,9,15,0.6,229
6,9,15,0.6,271
6,9,5,1.8,152
7,9,5,1.8,168
8,9,5,1.8,195
9,9,5,1.8,212
5,9,5,1.8,144
6,9,5,1.8,160
3,9,15,0.6,116
4,9,15,0.6,176
5,9,15,0.6,233
6,9,15,0.6,270
6,9,15,0.6,220
7,9,15,0.6,244
3,9,10,0.9,104
4,9,10,0.9,116
3,9,15,0.6,153
4,9,15,0.6,212
5,9,5,1.8,103
6,9,5,1.8,129
7,9,5,1.8,145
3,9,10,0.9,149
4,9,10,0.9,206
3,9,10,0.9,74
4,9,10,0.9,93
5,9,10,0.9,105
2,9,10,0.9,49
2,9,10,0.9,50
2,9,15,0.6,61
5,9,5,1.8,96
6,9,5,1.8,96
3,9,10,0.9,105
4,9,10,0.9,160
5,9,10,0.9,212
6,9,10,0.9,244
6,9,5,1.8,116
6,9,5,1.8,98
7,9,5,1.8,102
3,9,15,0.6,111
4,9,15,0.6,168
4,9,5,1.8,100
6,9,5,1.8,123
7,9,5,1.8,139
8,9,5,1.8,156
6,9,10,0.9,175
7,9,10,0.9,186
6,9,15,0.6,210
7,9,15,0.6,229
5,9,5,1.8,137
6,9,5,1.8,152
4,9,5,1.8,87
5,9,5,1.8,99
8,9,10,0.9,208
9,9,10,0.9,222
10,9,10,0.9,235
11,9,10,0.9,248
12,9,10,0.9,255
7,9,10,0.9,180
8,9,10,0.9,213
6,9,10,0.9,233
5,9,15,0.6,224
6,9,15,0.6,264
4,9,5,1.8,86
6,9,5,1.8,113
7,9,5,1.8,128
6,9,10,0.9,125
7,9,10,0.9,144
2,9,10,0.9,52
3,9,10,0.9,90
2,9,15,0.6,52
4,9,5,1.8,91
2,9,10,0.9,38
3,9,10,0.9,75
4,9,10,0.9,113
7,9,10,0.9,207
4,9,15,0.6,204
3,9,15,0.6,149
2,9,10,0.9,22
1,9,10,0.9,13
5,9,5,1.8,121
4,9,5,1.8,96
10,9,15,0.06666666666666667,415
1,10,5,2.0,0
2,10,5,2.0,41
3,10,5,2.0,64
1,10,15,0.6666666666666666,19
2,10,15,0.6666666666666666,82
1,10,5,2.0,27
7,10,10,1.0,302
1,10,10,1.0,18
1,10,15,0.6666666666666666,12
1,10,5,2.0,0
2,10,5,2.0,48
2,10,15,0.6666666666666666,71
3,10,15,0.6666666666666666,135
4,10,15,0.6666666666666666,214
1,10,15,0.6666666666666666,12
2,10,15,0.6666666666666666,73
3,10,15,0.6666666666666666,123
4,10,15,0.6666666666666666,159
5,10,15,0.6666666666666666,189
3,10,5,2.0,71
4,10,5,2.0,109
1,10,5,2.0,34
2,10,5,2.0,52
3,10,5,2.0,74
1,10,15,0.6666666666666666,10
1,10,5,2.0,0
2,10,5,2.0,55
3,10,5,2.0,81
4,10,5,2.0,119
1,10,5,2.0,10
1,10,15,0.6666666666666666,19
1,10,15,0.6666666666666666,10
2,10,15,0.6666666666666666,59
3,10,15,0.6666666666666666,92
4,10,15,0.6666666666666666,153
5,10,15,0.6666666666666666,201
1,10,5,2.0,0
2,10,5,2.0,45
3,10,5,2.0,71
1,10,15,0.6666666666666666,10
2,10,15,0.6666666666666666,60
3,10,5,2.0,42
1,10,15,0.6666666666666666,10
2,10,15,0.6666666666666666,57
1,10,5,2.0,5
2,10,5,2.0,18
3,10,5,2.0,38
4,10,5,2.0,59
1,10,15,0.6666666666666666,15
2,10,15,0.6666666666666666,69
3,10,15,0.6666666666666666,140
4,10,15,0.6666666666666666,220
1,10,5,2.0,0
1,10,15,0.6666666666666666,13
2,10,15,0.6666666666666666,70
3,10,15,0.6666666666666666,120
4,10,15,0.6666666666666666,157
5,10,15,0.6666666666666666,189
1,10,5,2.0,45
2,10,5,2.0,73
3,10,5,2.0,109
1,10,5,2.0,0
1,10,15,0.6666666666666666,7
1,10,5,2.0,0
2,10,5,2.0,28
1,10,15,0.6666666666666666,15
1,10,5,2.0,6
2,10,5,2.0,64
3,10,5,2.0,88
1,10,5,2.0,0
2,10,5,2.0,10
3,10,5,2.0,55
4,10,5,2.0,80
1,10,15,0.6666666666666666,10
1,10,5,2.0,0
5,10,5,2.0,114
1,10,5,2.0,0
2,10,5,2.0,0
3,10,5,2.0,39
1,10,15,0.6666666666666666,11
2,10,15,0.6666666666666666,59
3,10,15,0.6666666666666666,94
4,10,15,0.6666666666666666,155
5,10,15,0.6666666666666666,205
1,10,5,2.0,0
2,10,5,2.0,36
3,10,5,2.0,52
1,10,15,0.6666666666666666,10
2,10,15,0.6666666666666666,59
3,10,15,0.6666666666666666,91
4,10,15,0.6666666666666666,155
5,10,15,0.6666666666666666,203
2,10,5,2.0,8
3,10,5,2.0,53
4,10,5,2.0,78
1,10,15,0.6666666666666666,18
2,10,15,0.6666666666666666,76
3,10,15,0.6666666666666666,143
4,10,15,0.6666666666666666,222
1,10,5,2.0,0
2,10,5,2.0,54
3,10,5,2.0,76
4,10,5,2.0,116
1,10,15,0.6666666666666666,11
2,10,15,0.6666666666666666,61
5,10,15,0.6666666666666666,192
1,10,10,1.0,11
2,10,10,1.0,55
1,10,15,0.6666666666666666,21
2,10,15,0.6666666666666666,84
1,10,5,2.0,0
3,10,5,2.0,44
4,10,5,2.0,70
1,10,15,0.6666666666666666,11
2,10,15,0.6666666666666666,67
3,10,15,0.6666666666666666,117
4,10,15,0.6666666666666666,157
1,10,10,1.0,20
2,10,10,1.0,73
3,10,10,1.0,142
4,10,10,1.0,220
1,10,10,1.0,21
2,10,10,1.0,80
1,10,10,1.0,11
2,10,10,1.0,41
1,10,10,1.0,14
1,10,10,1.0,12
1,10,15,0.6666666666666666,14
1,10,5,2.0,0
3,10,5,2.0,39
4,10,5,2.0,63
1,10,10,1.0,8
1,10,10,1.0,10
2,10,10,1.0,54
1,10,15,0.6666666666666666,10
2,10,15,0.6666666666666666,58
1,10,5,2.0,0
2,10,5,2.0,45
3,10,5,2.0,66
1,10,10,1.0,10
2,10,10,1.0,49
3,10,10,1.0,90
4,10,10,1.0,133
5,10,10,1.0,157
1,10,10,1.0,6
2,10,10,1.0,33
3,10,10,1.0,56
4,10,10,1.0,77
5,10,10,1.0,115
6,10,10,1.0,152
1,10,10,1.0,10
2,10,10,1.0,52
3,10,10,1.0,83
4,10,10,1.0,141
5,10,10,1.0,189
7,10,5,2.0,142
1,10,15,0.6666666666666666,20
1,10,5,2.0,0
2,10,5,2.0,36
3,10,5,2.0,56
1,10,10,1.0,15
2,10,10,1.0,47
4,10,10,1.0,113
5,10,10,1.0,133
1,10,10,1.0,10
2,10,10,1.0,38
3,10,10,1.0,51
4,10,10,1.0,76
5,10,10,1.0,104
1,10,10,1.0,14
1,10,10,1.0,11
2,10,15,0.6666666666666666,78
3,10,15,0.6666666666666666,147
4,10,15,0.6666666666666666,227
1,10,5,2.0,0
2,10,5,2.0,37
3,10,5,2.0,61
6,10,5,2.0,128
1,10,10,1.0,16
1,10,10,1.0,9
2,10,10,1.0,35
3,10,10,1.0,74
4,10,10,1.0,101
5,10,10,1.0,130
6,10,10,1.0,174
2,10,5,2.0,42
1,10,15,0.6666666666666666,8
1,10,5,2.0,0
2,10,5,2.0,40
3,10,5,2.0,63
1,10,10,1.0,13
2,10,10,1.0,57
3,10,10,1.0,104
4,10,10,1.0,152
5,10,10,1.0,195
6,10,10,1.0,238
1,0,2,0.0,0
17,0,5,0.0,238
7,0,3,0.0,94
8,0,3,0.0,116
5,0,3,0.0,65
1,0,2,0.0,0
1,0,2,0.0,0
14,0,8,0.0,217
1,0,2,0.0,0
12,0,4,0.0,171
5,0,3,0.0,58
11,0,4,0.0,148
9,0,3,0.0,118
18,0,7,0.0,268
14,0,4,0.0,196
7,0,3,0.0,94
5,0,4,0.0,67
10,0,3,0.0,135
11,0,4,0.0,151
1,0,2,0.0,12
3,0,2,0.0,43
2,0,3,0.0,26
4,0,3,0.0,53
18,0,9,0.0,274
16,0,8,0.0,246
10,0,3,0.0,131
17,0,5,0.0,239
14,0,7,0.0,212
1,0,2,0.0,0
1,0,2,0.0,11
8,0,5,0.0,117
19,0,9,0.0,281
19,0,9,0.0,286
8,0,3,0.0,113
5,0,3,0.0,63
1,0,2,0.0,0
4,0,3,0.0,47
16,0,8,0.0,248
3,0,3,0.0,45
19,0,9,0.0,281
1,0,2,0.0,0
18,0,8,0.0,272
10,0,6,0.0,139
13,0,7,0.0,193
11,0,4,0.0,151
12,0,6,0.0,173
1,0,2,0.0,0
7,0,3,0.0,94
9,0,5,0.0,135
1,0,2,0.0,0
18,0,9,0.0,272
17,0,5,0.0,234
19,0,9,0.0,285
1,0,2,0.0,1
18,0,9,0.0,264
1,0,2,0.0,0
16,0,8,0.0,238
1,0,2,0.0,0
4,0,3,0.0,49
6,0,4,0.0,91
18,0,7,0.0,265
2,0,3,0.0,25
19,0,9,0.0,282
1,0,2,0.0,0
13,0,7,0.0,188
13,0,4,0.0,177
6,0,4,0.0,81
18,0,6,0.0,256
19,0,9,0.0,293
2,0,3,0.0,28
11,0,4,0.0,151
19,0,8,0.0,276
19,0,9,0.0,279
6,0,3,0.0,77
16,0,4,0.0,223
1,0,2,0.0,0
19,0,9,0.0,294
8,0,3,0.0,103
11,0,6,0.0,155
1,0,2,0.0,0
3,0,3,0.0,35
6,0,4,0.0,79
1,0,2,0.0,0
17,0,5,0.0,241
7,0,3,0.0,98
1,0,2,0.0,0
15,0,8,0.0,219
2,0,2,0.0,16
8,0,3,0.0,106
8,0,3,0.0,111
7,0,5,0.0,104
6,0,3,0.0,81
6,0,3,0.0,85
1,0,2,0.0,0
10,0,6,0.0,141
17,0,9,0.0,261
11,0,6,0.0,156
9,0,5,0.0,130
8,0,5,0.0,119
18,0,7,0.0,260
16,0,8,0.0,237
1,0,2,0.0,0
13,0,7,0.0,195
12,0,4,0.0,172
18,0,7,0.0,263
9,0,5,0.0,125
15,0,4,0.0,205
7,0,3,0.0,97
8,0,3,0.0,108
1,0,2,0.0,2
19,0,9,0.0,294
3,0,2,0.0,43
12,0,7,0.0,181
2,0,3,0.0,19
19,0,9,0.0,290
1,0,2,0.0,2
16,0,4,0.0,221
1,0,2,0.0,0
1,0,2,0.0,0
1,0,2,0.0,0
12,0,6,0.0,171
6,0,4,0.0,80
1,0,2,0.0,0
2,0,3,0.0,27
6,0,3,0.0,78
10,0,6,0.0,154
6,0,4,0.0,78
19,0,9,0.0,294
1,0,2,0.0,0
1,0,2,0.0,0
14,0,4,0.0,199
5,0,3,0.0,66
8,0,5,0.0,121
6,0,4,0.0,81
15,0,4,0.0,213
16,0,4,0.0,223
2,0,2,0.0,25
12,0,7,0.0,179
19,0,9,0.0,287
1,0,2,0.0,12
4,0,3,0.0,47
15,0,8,0.0,218
18,0,7,0.0,259
1,0,2,0.0,4
1,0,2,0.0,0
1,0,2,0.0,0
1,0,2,0.0,0
16,0,4,0.0,231
15,0,8,0.0,219
1,0,2,0.0,0
1,0,2,0.0,0
16,0,8,0.0,247
15,0,8,0.0,226
1,0,2,0.0,0
19,0,9,0.0,287
17,0,5,0.0,236
18,0,6,0.0,257
16,0,4,0.0,225
1,0,2,0.0,0
1,0,2,0.0,0
13,0,4,0.0,187
18,0,8,0.0,272
1,0,2,0.0,0
9,0,3,0.0,121
8,0,5,0.0,118
8,0,3,0.0,111
5,0,4,0.0,76
10,0,6,0.0,143
1,0,2,0.0,0
19,0,9,0.0,293
2,0,2,0.0,23
9,0,3,0.0,125
12,0,7,0.0,183
15,0,8,0.0,220
1,0,2,0.0,10
18,0,9,0.0,264
19,0,9,0.0,286
8,0,3,0.0,107
1,0,2,0.0,0
1,0,2,0.0,0
10,0,6,0.0,140
1,0,2,0.0,13
1,0,2,0.0,0
19,0,9,0.0,292
19,0,8,0.0,274
18,0,9,0.0,274
12,0,4,0.0,172
6,0,4,0.0,83
17,0,6,0.0,249
1,0,2,0.0,1
6,0,4,0.0,89
1,0,2,0.0,0
8,0,3,0.0,109
16,0,4,0.0,225
2,0,2,0.0,25
17,0,9,0.0,263
1,0,2,0.0,1
19,0,9,0.0,291
3,0,3,0.0,34
1,0,2,0.0,0
18,0,9,0.0,267
10,0,3,0.0,133
11,0,4,0.0,154
8,0,3,0.0,106
14,0,4,0.0,202
14,0,8,0.0,216
18,0,7,0.0,265
17,0,5,0.0,242
19,0,8,0.0,280
1,0,2,0.0,0
17,0,5,0.0,243
7,0,5,0.0,98
1,0,2,0.0,0
2,0,3,0.0,20
17,0,9,0.0,263
17,0,6,0.0,252
13,0,4,0.0,189
17,0,5,0.0,241
16,0,4,0.0,224
18,0,7,0.0,266
15,0,4,0.0,205
19,0,9,0.0,294
4,0,3,0.0,53
15,0,8,0.0,227
18,0,9,0.0,268
16,0,4,0.0,233
1,0,2,0.0,0
4,0,3,0.0,56
19,0,8,0.0,279
19,0,9,0.0,283
18,0,9,0.0,270
13,0,7,0.0,198
8,0,3,0.0,102
3,0,3,0.0,34
1,0,2,0.0,0
16,0,4,0.0,231
1,0,2,0.0,0
17,0,5,0.0,241
1,0,2,0.0,0
1,0,2,0.0,4
7,0,3,0.0,101
14,0,4,0.0,196
18,0,8,0.0,271
14,0,4,0.0,191
13,0,4,0.0,176
4,0,3,0.0,49
17,0,5,0.0,244
5,0,4,0.0,67
1,0,2,0.0,12
14,0,4,0.0,195
13,0,4,0.0,180
17,0,6,0.0,251
9,0,6,0.0,139
2,0,2,0.0,17
2,0,2,0.0,17
3,0,2,0.0,34
1,0,2,0.0,2
19,0,8,0.0,275
9,0,5,0.0,131
11,0,4,0.0,151
18,0,7,0.0,270
12,0,7,0.0,181
1,0,2,0.0,0
4,0,3,0.0,52
12,0,7,0.0,185
19,0,9,0.0,283
1,0,2,0.0,0
17,0,5,0.0,234
4,0,3,0.0,46
18,0,7,0.0,266
16,0,4,0.0,220
1,0,2,0.0,0
3,0,3,0.0,43
9,0,3,0.0,123
17,0,5,0.0,244
5,0,3,0.0,69
16,0,8,0.0,247
15,0,8,0.0,227
5,0,4,0.0,67
17,0,9,0.0,256
1,0,2,0.0,0
1,0,2,0.0,0
19,0,9,0.0,285
1,0,2,0.0,0
18,0,9,0.0,268
1,0,2,0.0,0
19,0,9,0.0,284
19,0,8,0.0,280
9,0,5,0.0,130
19,0,8,0.0,275
13,0,7,0.0,200
17,0,6,0.0,250
15,0,8,0.0,220
13,0,4,0.0,187
3,0,2,0.0,30
12,0,4,0.0,167
1,0,2,0.0,0
9,0,6,0.0,139
11,0,6,0.0,160
16,0,8,0.0,248
16,0,8,0.0,234
18,0,9,0.0,268
17,0,5,0.0,243
8,0,3,0.0,106
8,0,3,0.0,109
1,0,2,0.0,4
17,0,6,0.0,246
5,0,3,0.0,68
19,0,9,0.0,289
16,0,4,0.0,226
19,0,9,0.0,283
8,0,3,0.0,108
17,0,5,0.0,234
7,0,3,0.0,93
10,0,4,0.0,142
17,0,6,0.0,249
9,0,5,0.0,130
5,0,4,0.0,66
16,0,8,0.0,247
13,0,7,0.0,192
13,0,7,0.0,198
8,0,5,0.0,120
11,0,6,0.0,167
1,0,2,0.0,3
17,0,8,0.0,250
9,0,5,0.0,137
19,0,8,0.0,275
18,0,8,0.0,270
19,0,9,0.0,293
17,0,6,0.0,250
6,0,3,0.0,80
19,0,8,0.0,280
16,0,4,0.0,222
15,0,4,0.0,212
1,0,2,0.0,0
5,0,4,0.0,73
19,0,9,0.0,286
19,0,9,0.0,288
11,0,6,0.0,168
1,0,2,0.0,4
10,0,6,0.0,152
13,0,4,0.0,184
1,0,2,0.0,0
4,0,3,0.0,52
1,0,2,0.0,13
15,0,4,0.0,217
9,0,5,0.0,137
2,0,2,0.0,27
2,0,2,0.0,19
14,0,4,0.0,192
6,0,3,0.0,83
13,0,7,0.0,199
1,0,2,0.0,5
19,0,8,0.0,282
14,0,7,0.0,204
17,0,5,0.0,244
16,0,4,0.0,224
13,0,7,0.0,197
1,0,2,0.0,14
17,0,5,0.0,241
2,0,3,0.0,30
18,0,7,0.0,258
18,0,6,0.0,257
12,0,7,0.0,180
6,0,4,0.0,88
2,0,2,0.0,15
1,0,2,0.0,12
8,0,5,0.0,110
15,0,8,0.0,231
12,0,7,0.0,180
9,0,3,0.0,120
11,0,4,0.0,154
18,0,7,0.0,261
7,0,3,0.0,94
5,0,4,0.0,63
10,0,6,0.0,141
19,0,9,0.0,292
17,0,5,0.0,244
9,0,3,0.0,131
1,0,2,0.0,0
18,0,7,0.0,258
7,0,5,0.0,103
10,0,6,0.0,153
12,0,7,0.0,181
1,0,2,0.0,0
9,0,3,0.0,123
1,0,2,0.0,0
3,0,3,0.0,37
7,0,3,0.0,101
1,0,2,0.0,10
16,0,8,0.0,247
16,0,4,0.0,229
1,0,2,0.0,0
13,0,7,0.0,196
9,0,3,0.0,126
1,0,2,0.0,0
18,0,9,0.0,270
1,0,2,0.0,0
19,0,8,0.0,281
7,0,3,0.0,97
19,0,8,0.0,282
16,0,8,0.0,247
3,0,2,0.0,40
1,0,2,0.0,9
1,0,2,0.0,0
1,0,2,0.0,0
1,0,2,0.0,0
1,0,2,0.0,0
5,0,4,0.0,68
10,0,6,0.0,146
11,0,6,0.0,160
9,0,3,0.0,120
12,0,6,0.0,173
1,0,2,0.0,0
1,0,2,0.0,0
12,0,7,0.0,178
18,0,7,0.0,270
19,0,8,0.0,282
18,0,6,0.0,255
16,0,4,0.0,232
6,0,4,0.0,83
13,0,7,0.0,189
1,0,2,0.0,0
9,0,5,0.0,137
4,0,3,0.0,48
15,0,8,0.0,225
1,0,2,0.0,0
10,0,3,0.0,139
8,0,5,0.0,117
13,0,7,0.0,186
1,0,2,0.0,0
8,0,3,0.0,114
1,0,2,0.0,0
1,0,2,0.0,0
10,0,3,0.0,131
19,0,9,0.0,289
18,0,7,0.0,258
1,0,2,0.0,0
7,0,3,0.0,98
6,0,3,0.0,78
2,0,2,0.0,22
13,0,7,0.0,192
12,0,4,0.0,160
18,0,8,0.0,270
14,0,4,0.0,200
16,0,4,0.0,231
12,0,6,0.0,173
12,0,6,0.0,176
8,0,5,0.0,117
13,0,4,0.0,178
1,0,2,0.0,0
19,0,9,0.0,287
9,0,3,0.0,130
17,0,6,0.0,254
11,0,6,0.0,162
1,0,2,0.0,0
3,0,2,0.0,34
18,0,7,0.0,261
8,0,5,0.0,121
19,0,9,0.0,279
1,0,2,0.0,0
13,0,7,0.0,189
18,0,8,0.0,271
10,0,4,0.0,141
13,0,7,0.0,189
11,0,6,0.0,157
1,0,2,0.0,0
1,0,2,0.0,0
1,0,2,0.0,0
3,0,2,0.0,31
1,0,2,0.0,0
8,0,3,0.0,107
1,0,2,0.0,0
19,0,9,0.0,291
3,0,3,0.0,36
13,0,4,0.0,179
19,0,9,0.0,291
1,0,2,0.0,0
1,0,2,0.0,0
19,0,9,0.0,284
18,0,9,0.0,268
15,0,4,0.0,209
12,0,6,0.0,172
12,0,4,0.0,161
10,0,4,0.0,141
18,0,7,0.0,265
1,0,2,0.0,0
